data_referencia,2020-08-15,2021-05-15,2022-08-15,2023-03-15,2023-05-15,2024-08-15,2025-05-15,2026-08-15,2027-05-15,2028-08-15,2029-05-15,2030-08-15,2031-05-15,2032-08-15,2033-05-15,2035-05-15,2037-05-15,2040-08-15,2045-05-15,2050-08-15,2055-05-15,2060-08-15
2023-06-02,,,,,,7.6629,6.312,5.57,5.4126,5.43,,5.377,,5.4336,5.4991,5.4716,,5.5998,5.6764,5.6796,5.6671,5.6707
2023-06-05,,,,,,7.6,6.2095,5.4767,5.3288,5.3639,,5.3036,,5.3614,5.44,5.4156,,5.5472,5.6259,5.6263,5.6164,5.62
2023-06-06,,,,,,7.6884,6.2605,5.5111,5.3483,5.3576,,5.2828,,5.3374,5.4208,5.39,,5.51,5.59,5.59,5.5844,5.5874
2023-06-07,,,,,,7.7231,6.3475,5.6286,5.4756,5.4587,,5.37,,5.41,5.48,5.4587,,5.5642,5.6455,5.6436,5.6374,5.6419
2023-06-09,,,,,,7.6159,6.2617,5.58,5.43,5.4141,,5.3466,,5.3843,5.4698,5.4399,,5.54,5.62,5.617,5.6128,5.6136
2023-06-12,,,,,,7.6,6.2769,5.6121,5.4649,5.4295,,5.364,,5.4123,5.5084,5.4779,,5.5758,5.6418,5.6415,5.6355,5.6352
2023-06-13,,,,,,7.6465,6.34,5.66,5.5213,5.51,,5.4542,,5.4923,5.5725,5.5434,,5.6376,5.7008,5.7032,5.7,5.7
2023-06-14,,,,,,7.6029,6.3092,5.6232,5.4757,5.462,,5.3998,,5.43,5.5127,5.4802,,5.5732,5.6419,5.6465,5.6499,5.65
2023-06-15,,,,,,7.5801,6.3067,5.63,5.4801,5.4491,,5.38,,5.4098,5.489,5.4602,,5.5563,5.631,5.6307,5.6335,5.63
2023-06-16,,,,,,7.5571,6.288,5.62,5.4623,5.4441,,5.3673,,5.392,5.4665,5.4303,,5.53,5.601,5.6,5.6021,5.5945
2023-06-19,,,,,,7.5349,6.2962,5.63,5.4664,5.4387,,5.36,,5.3854,5.4544,5.4371,,5.5363,5.6018,5.6034,5.6017,5.5954
2023-06-20,,,,,,7.4566,6.267,5.6103,5.456,5.44,,5.3631,,5.3905,5.4646,5.4425,,5.54,5.6001,5.601,5.6022,5.6
2023-06-21,,,,,,7.404,6.2349,5.59,5.4319,5.41,,5.3299,,5.3484,5.4264,5.4,,5.5029,5.57,5.57,5.57,5.57
2023-06-22,,,,,,7.41,6.2219,5.5991,5.44,5.4,,5.3159,,5.3335,5.4129,5.38,,5.5,5.5734,5.5747,5.5751,5.5727
2023-06-23,,,,,,7.4,6.15,5.53,5.3803,5.33,,5.2509,,5.29,5.38,5.35,,5.4806,5.5588,5.5621,5.5609,5.56
2023-06-26,,,,,,7.4615,6.17,5.5399,5.3851,5.32,,5.2412,,5.2799,5.3693,5.34,,5.4749,5.5553,5.5603,5.5626,5.5585
2023-06-27,,,,,,7.3862,6.1157,5.5066,5.3827,5.3223,,5.2557,,5.3,5.38,5.3615,,5.4935,5.58,5.59,5.587,5.5859
2023-06-28,,,,,,7.4217,6.1594,5.5728,5.4548,5.3626,,5.2998,,5.336,5.41,5.39,,5.5221,5.6038,5.6125,5.6105,5.6059
2023-06-29,,,,,,7.4196,6.1002,5.5231,5.4021,5.33,,5.2545,,5.3023,5.3594,5.3453,,5.4759,5.5603,5.5629,5.5605,5.5654
2023-06-30,,,,,,7.3881,6.0432,5.41,5.2994,5.2131,,5.1327,,5.1769,5.242,5.2295,,5.3719,5.4597,5.459,5.4526,5.4495
2023-07-03,,,,,,7.2461,5.9469,5.3403,5.2438,5.163,,5.0971,,5.1302,5.2027,5.2,,5.354,5.4483,5.4529,5.4512,5.45
2023-07-04,,,,,,7.2436,5.9779,5.39,5.2927,5.23,,5.148,,5.1777,5.2513,5.2465,,5.3977,5.5023,5.512,5.5071,5.5073
2023-07-05,,,,,,7.1607,5.9839,5.42,5.327,5.2607,,5.1825,,5.22,5.2946,5.2839,,5.4358,5.5348,5.5459,5.5441,5.5421
2023-07-06,,,,,,7.1662,6.0071,5.4675,5.3765,5.312,,5.221,,5.2634,5.3373,5.3169,,5.466,5.5622,5.58,5.5715,5.57
2023-07-07,,,,,,7.0284,5.8875,5.3826,5.2873,5.24,,5.1477,,5.1949,5.2868,5.2724,,5.4071,5.5054,5.53,5.5165,5.5152
2023-07-10,,,,,,7.0272,5.9274,5.4291,5.3393,5.29,,5.2057,,5.2552,5.3472,5.3266,,5.4534,5.543,5.5724,5.5633,5.5648
2023-07-11,,,,,,7.0177,5.9081,5.4289,5.3368,5.2844,,5.19,,5.2313,5.32,5.2937,,5.4372,5.534,5.57,5.56,5.5611
2023-07-12,,,,,,7.039,5.9363,5.4449,5.3441,5.2934,,5.2,,5.23,5.3003,5.2843,,5.4351,5.5261,5.5643,5.5461,5.5526
2023-07-13,,,,,,7.0524,5.9684,5.47,5.3765,5.308,,5.2182,,5.2633,5.3218,5.3147,,5.4536,5.5305,5.5729,5.5564,5.5657
2023-07-14,,,,,,7.0761,6.02,5.5241,5.423,5.34,,5.2468,,5.2951,5.3498,5.346,,5.4922,5.5637,5.61,5.5947,5.598
2023-07-17,,,,,,7.0712,5.9859,5.4923,5.4125,5.32,,5.23,,5.2774,5.3259,5.3232,,5.4774,5.5553,5.6,5.5823,5.5855
2023-07-18,,,,,,7.0275,5.929,5.4324,5.35,5.2589,,5.1694,,5.23,5.2951,5.29,,5.4365,5.5221,5.5622,5.551,5.5523
2023-07-19,,,,,,7.016,5.95,5.45,5.3712,5.27,,5.1842,,5.2454,5.32,5.31,,5.4456,5.5255,5.5652,5.56,5.5572
2023-07-20,,,,,,7.0965,5.9929,5.4592,5.38,5.28,,5.2,,5.275,5.348,5.3331,,5.441,5.5224,5.5475,5.54,5.54
2023-07-21,,,,,,7.0323,5.912,5.39,5.3134,5.2207,,5.1554,,5.2348,5.315,5.3033,,5.3994,5.4774,5.5087,5.5026,5.5074
2023-07-24,,,,,,6.9869,5.8707,5.3616,5.2837,5.1975,,5.1401,,5.2276,5.3121,5.3,,5.3912,5.469,5.498,5.4885,5.49
2023-07-25,,,,,,6.9233,5.7923,5.2995,5.2418,5.18,,5.1341,,5.23,5.3129,5.3025,,5.3974,5.466,5.497,5.4802,5.4804
2023-07-26,,,,,,6.8477,5.7525,5.2463,5.1872,5.1442,,5.1,,5.2033,5.2825,5.27,,5.39,5.4562,5.49,5.4764,5.4747
2023-07-27,,,,,,6.82,5.76,5.2581,5.2149,5.1732,,5.1331,,5.2312,5.3017,5.2878,,5.4034,5.47,5.5,5.49,5.4845
2023-07-28,,,,,,6.8902,5.8,5.2722,5.2177,5.1672,,5.129,,5.2277,5.2948,5.28,,5.38,5.44,5.468,5.4581,5.4565
2023-07-31,,,,,,6.88,5.7736,5.2228,5.1758,5.1172,,5.076,,5.1855,5.2487,5.2376,,5.3424,5.4064,5.4421,5.4268,5.427
2023-08-01,,,,,,6.99,5.82,5.25,5.1867,5.1229,,5.0709,,5.1664,5.2232,5.2106,,5.3195,5.3977,5.4443,5.4252,5.4246
2023-08-02,,,,,,7.0408,5.8475,5.2504,5.1822,5.12,,5.04,,5.13,5.19,5.1787,,5.2775,5.3704,5.4177,5.3988,5.4
2023-08-03,,,,,,6.7298,5.5961,5.0874,5.07,5.07,,5.0354,,5.1397,5.2136,5.1934,,5.2958,5.39,5.4408,5.42,5.4174
2023-08-04,,,,,,6.6122,5.4871,5.0255,5.0142,5.0334,,5.01,,5.116,5.1926,5.18,,5.2824,5.3803,5.426,5.4073,5.4037
2023-08-07,,,,,,6.7157,5.5111,5.05,5.0464,5.06,,5.0347,,5.1324,5.2123,5.2,,5.299,5.39,5.4309,5.41,5.4094
2023-08-08,,,,,,6.6921,5.4718,4.9703,4.9644,4.9865,,4.9659,,5.0687,5.15,5.14,,5.24,5.33,5.37,5.3516,5.3508
2023-08-09,,,,,,6.6921,5.4766,4.9525,4.95,4.98,,4.9729,,5.0733,5.1639,5.154,,5.2429,5.33,5.3627,5.3411,5.3435
2023-08-10,,,,,,6.7276,5.484,4.9139,4.91,4.9433,,4.94,,5.0427,5.15,5.14,,5.2286,5.3187,5.3518,5.33,5.3319
2023-08-11,,,,,,6.7345,5.4643,4.8936,4.8923,4.9357,,4.93,,5.0419,5.1411,5.1366,,5.2259,5.3172,5.3444,5.3202,5.3215
2023-08-14,,,,,,6.7739,5.5428,4.9732,4.9679,4.9908,,4.97,,5.08,5.1816,5.173,,5.26,5.3455,5.3777,5.3434,5.3449
2023-08-15,,,,,,6.6565,5.5178,4.9734,4.971,4.9936,,4.9719,,5.08,5.18,5.1678,,5.25,5.3394,5.3711,5.3325,5.3377
2023-08-16,,,,,,6.6287,5.4924,4.9746,4.9867,5.0131,,4.99,,5.1022,5.2033,5.1838,,5.2525,5.3367,5.37,5.3418,5.3464
2023-08-17,,,,,,6.6772,5.55,5.02,5.04,5.0567,,5.0347,,5.1352,5.223,5.2042,,5.2709,5.367,5.4045,5.3746,5.3816
2023-08-18,,,,,,6.694,5.5699,5.0339,5.05,5.06,,5.0271,,5.1342,5.2232,5.2177,,5.2883,5.39,5.4305,5.4061,5.4123
2023-08-21,,,,,,6.7154,5.65,5.1118,5.1155,5.11,,5.0721,,5.1849,5.27,5.2769,,5.3502,5.4642,5.5027,5.4803,5.4862
2023-08-22,,,,,,6.73,5.6216,5.09,5.1065,5.1191,,5.0814,,5.1959,5.2787,5.29,,5.3829,5.4985,5.5368,5.5149,5.517
2023-08-23,,,,,,6.6727,5.5466,5.0134,5.0365,5.0562,,5.0322,,5.16,5.238,5.254,,5.3571,5.4772,5.5106,5.49,5.4897
2023-08-24,,,,,,6.6519,5.5425,5.0137,5.04,5.0654,,5.054,,5.1862,5.27,5.2835,,5.3847,5.4925,5.52,5.5,5.5
2023-08-25,,,,,,6.5592,5.5433,5.04,5.08,5.1,,5.0756,,5.2134,5.29,5.2983,,5.4,5.5149,5.5466,5.5324,5.5331
2023-08-28,,,,,,6.59,5.5564,5.0505,5.0988,5.1044,,5.0822,,5.2069,5.2652,5.2787,,5.3877,5.5071,5.5465,5.5328,5.5319
2023-08-29,,,,,,6.6533,5.56,5.05,5.0819,5.1,,5.07,,5.1841,5.244,5.2564,,5.37,5.4765,5.52,5.51,5.51
2023-08-30,,,,,,6.7217,5.5908,5.0918,5.1285,5.1486,,5.1172,,5.2236,5.2833,5.2971,,5.3977,5.5047,5.5431,5.5345,5.5342
2023-08-31,,,,,,6.7722,5.69,5.22,5.26,5.276,,5.2434,,5.3375,5.39,5.4042,,5.492,5.5975,5.6368,5.6276,5.6256
2023-09-01,,,,,,6.7451,5.6739,5.2134,5.2455,5.2846,,5.2555,,5.3439,5.3953,5.4081,,5.5025,5.6067,5.6468,5.6347,5.6363
2023-09-04,,,,,,6.68,5.6675,5.2342,5.2758,5.31,,5.2832,,5.3668,5.4186,5.4266,,5.5222,5.6244,5.6673,5.657,5.6579
2023-09-05,,,,,,6.6113,5.63,5.25,5.3199,5.35,,5.3275,,5.4,5.4584,5.4672,,5.5612,5.6633,5.7072,5.6928,5.6942
2023-09-06,,,,,,6.57,5.61,5.24,5.3196,5.3506,,5.3212,,5.3918,5.4531,5.4643,,5.5585,5.6594,5.7043,5.6969,5.6959
2023-09-08,,,,,,6.5497,5.5681,5.22,5.3,5.3339,,5.3064,,5.38,5.4532,5.46,,5.5583,5.66,5.7,5.69,5.6923
2023-09-11,,,,,,6.4556,5.5139,5.1956,5.28,5.3298,,5.3006,,5.3759,5.4599,5.4563,,5.5696,5.6648,5.6966,5.6898,5.6886
2023-09-12,,,,,,6.437,5.4953,5.17,5.23,5.2771,,5.256,,5.3403,5.4395,5.436,,5.5478,5.6444,5.6762,5.6712,5.67
2023-09-13,,,,,,6.43,5.4897,5.1677,5.2196,5.271,,5.2568,,5.3543,5.45,5.4507,,5.5442,5.64,5.666,5.6607,5.6596
2023-09-14,,,,,,6.34,5.4386,5.152,5.21,5.2708,,5.2644,,5.3607,5.4494,5.4456,,5.5429,5.64,5.6685,5.6672,5.6653
2023-09-15,,,,,,6.3648,5.4522,5.18,5.2525,5.32,,5.3104,,5.41,5.49,5.48,,5.58,5.6778,5.7068,5.7096,5.707
2023-09-18,,,,,,6.38,5.5172,5.2223,5.2766,5.3436,,5.3356,,5.44,5.52,5.5018,,5.5925,5.6853,5.7171,5.7203,5.7275
2023-09-19,,,,,,6.3642,5.5281,5.2575,5.304,5.3842,,5.3739,,5.4559,5.5395,5.5285,,5.618,5.7038,5.7336,5.7361,5.7476
2023-09-20,,,,,,6.3329,5.54,5.26,5.3159,5.39,,5.3622,,5.4351,5.52,5.5068,,5.597,5.6797,5.71,5.72,5.73
2023-09-21,,,,,,6.32,5.5653,5.32,5.3527,5.41,,5.3878,,5.4474,5.53,5.5233,,5.6274,5.694,5.7302,5.7424,5.7525
2023-09-22,,,,,,6.3803,5.5963,5.33,5.3585,5.412,,5.3937,,5.4469,5.5332,5.5322,,5.6362,5.7056,5.7441,5.7578,5.77
2023-09-25,,,,,,6.4109,5.6448,5.3821,5.42,5.48,,5.4664,,5.5276,5.6075,5.606,,5.7037,5.77,5.7986,5.811,5.8266
2023-09-26,,,,,,6.45,5.7648,5.57,5.6073,5.69,,5.6972,,5.74,5.8126,5.8204,,5.8894,5.9351,5.9631,5.9726,5.9864
2023-09-27,,,,,,6.4802,5.8739,5.7396,5.7511,5.7816,,5.7742,,5.7861,5.8554,5.8561,,5.9328,5.9662,5.9956,6.0074,6.0259
2023-09-28,,,,,,6.4966,5.8406,5.66,5.6641,5.6991,,5.6758,,5.6924,5.78,5.7762,,5.8549,5.8878,5.92,5.9278,5.9415
2023-09-29,,,,,,6.346,5.74,5.5967,5.6,5.62,,5.5882,,5.6073,5.6919,5.6865,,5.7774,5.8252,5.8533,5.862,5.8751
2023-10-02,,,,,,6.389,5.8532,5.7047,5.7155,5.7181,,5.6744,,5.6942,5.78,5.7768,,5.8654,5.9103,5.941,5.9469,5.9574
2023-10-03,,,,,,6.5621,6.034,5.8857,5.8991,5.8931,,5.8297,,5.8379,5.9005,5.8867,,5.9532,5.9908,6.017,6.0256,6.0339
2023-10-04,,,,,,6.7079,6.0041,5.8421,5.8191,5.8124,,5.7527,,5.77,5.84,5.8324,,5.91,5.9524,6.0,6.01,6.0185
2023-10-05,,,,,,6.807,6.0479,5.8451,5.84,5.83,,5.7637,,5.7861,5.8478,5.843,,5.9133,5.9729,6.0124,6.02,6.0282
2023-10-06,,,,,,6.7831,6.07,5.7918,5.7763,5.7548,,5.6912,,5.7273,5.7939,5.7889,,5.8667,5.9418,5.9757,5.9818,5.99
2023-10-09,,,,,,6.6611,5.9725,5.6741,5.6476,5.65,,5.5978,,5.64,5.7126,5.71,,5.7953,5.8734,5.9189,5.9244,5.93
2023-10-10,,,,,,6.7152,5.97,5.6367,5.6202,5.62,,5.5771,,5.623,5.7128,5.7096,,5.7826,5.8528,5.8895,5.892,5.9
2023-10-11,,,,,,6.8102,6.15,5.7853,5.7295,5.664,,5.6111,,5.6443,5.7144,5.7028,,5.7732,5.8399,5.88,5.8813,5.8864
2023-10-13,,,,,,6.81,6.2339,5.856,5.7998,5.7359,,5.691,,5.7126,5.7753,5.7632,,5.8271,5.8866,5.9298,5.9271,5.9337
2023-10-16,,,,,,6.7374,6.1341,5.81,5.7436,5.6863,,5.6322,,5.654,5.73,5.7156,,5.7901,5.8544,5.8982,5.9,5.9026
2023-10-17,,,,,,6.8241,6.26,5.95,5.874,5.7993,,5.72,,5.7352,5.8012,5.7882,,5.8494,5.8968,5.9412,5.9425,5.9495
2023-10-18,,,,,,6.8077,6.316,6.0031,5.9,5.7961,,5.72,,5.7283,5.7979,5.7832,,5.8365,5.8937,5.9398,5.94,5.9422
2023-10-19,,,,,,6.804,6.34,6.0901,6.0161,5.92,,5.8374,,5.8374,5.9144,5.9069,,5.9789,6.0152,6.0665,6.069,6.0683
2023-10-20,,,,,,6.7423,6.2608,6.0057,5.9582,5.8792,,5.8143,,5.8231,5.886,5.8859,,5.9522,5.9787,6.0272,6.03,6.0321
2023-10-23,,,,,,6.7936,6.25,6.01,5.9821,5.91,,5.8458,,5.8487,5.9153,5.9094,,5.9637,5.9851,6.033,6.0339,6.0389
2023-10-24,,,,,,6.782,6.1556,5.9432,5.94,5.8607,,5.8164,,5.8174,5.8953,5.8814,,5.9391,5.9517,5.9976,5.9987,6.0038
2023-10-25,,,,,,6.82,6.1541,5.96,5.9638,5.8877,,5.8461,,5.8578,5.93,5.9115,,5.96,5.9664,6.0146,6.0138,6.0225
2023-10-26,,,,,,6.71,6.05,5.8449,5.827,5.75,,5.6862,,5.6943,5.7769,5.7631,,5.8313,5.8418,5.8872,5.89,5.8997
2023-10-27,,,,,,6.7203,6.1426,5.9522,5.9579,5.8444,,5.77,,5.7723,5.8314,5.81,,5.8767,5.8835,5.9322,5.9338,5.9421
2023-10-30,,,,,,6.7822,6.2417,6.134,6.1327,5.95,,5.85,,5.8511,5.8856,5.8668,,5.9321,5.9351,5.984,5.9846,5.9928
2023-10-31,,,,,,6.7632,6.2528,6.167,6.18,5.9773,,5.8756,,5.8758,5.9093,5.8757,,5.9404,5.9527,6.0062,6.0007,6.0087
2023-11-01,,,,,,6.7223,6.19,6.0523,6.046,5.9018,,5.81,,5.8091,5.8515,5.83,,5.9,5.9114,5.9727,5.9674,5.9735
2023-11-03,,,,,,6.71,6.1206,5.95,5.9368,5.8228,,5.7402,,5.7405,5.77,5.7519,,5.853,5.8675,5.9291,5.9239,5.9287
2023-11-06,,,,,,6.6834,6.1198,6.0131,5.996,5.8839,,5.8061,,5.8065,5.8337,5.8126,,5.92,5.9247,5.9926,5.9832,5.9897
2023-11-07,,,,,,6.7627,6.157,5.9524,5.9242,5.8335,,5.7546,,5.7544,5.7835,5.7523,,5.8654,5.8731,5.9357,5.9271,5.9354
2023-11-08,,,,,,6.8333,6.1726,5.93,5.8939,5.8008,,5.7075,,5.7078,5.7469,5.71,,5.82,5.827,5.8826,5.8738,5.8779
2023-11-09,,,,,,6.8343,6.18,5.93,5.9037,5.83,,5.7492,,5.7423,5.7834,5.7396,,5.8396,5.8465,5.9033,5.8949,5.9033
2023-11-10,,,,,,6.8316,6.1603,5.87,5.8563,5.7921,,5.7154,,5.716,5.77,5.7321,,5.84,5.8457,5.9039,5.8927,5.901
2023-11-13,,,,,,6.82,6.1709,5.91,5.91,5.8233,,5.76,,5.7629,5.8259,5.7902,,5.8873,5.8912,5.9365,5.9254,5.9325
2023-11-14,,,,,,6.74,6.0224,5.7426,5.7776,5.7076,,5.66,,5.661,5.731,5.69,,5.7963,5.797,5.8399,5.8322,5.8388
2023-11-16,,,,,,6.7865,5.9931,5.6629,5.7076,5.64,,5.6066,,5.61,5.6784,5.6355,,5.7376,5.74,5.7909,5.7844,5.7925
2023-11-17,,,,,,6.7301,5.97,5.5971,5.63,5.5711,,5.54,,5.5524,5.63,5.5967,,5.7056,5.72,5.7741,5.7685,5.7783
2023-11-20,,,,,,6.6871,5.956,5.6067,5.6435,5.5925,,5.57,,5.5763,5.66,5.632,,5.7371,5.7505,5.8117,5.8074,5.8174
2023-11-21,,,,,,6.5712,5.9268,5.6448,5.6862,5.63,,5.6042,,5.6275,5.704,5.6755,,5.7679,5.787,5.8487,5.8428,5.8496
2023-11-22,,,,,,6.5603,5.9037,5.6,5.64,5.589,,5.562,,5.59,5.67,5.6523,,5.7438,5.7564,5.8329,5.8221,5.83
2023-11-23,,,,,,6.5836,5.8937,5.6,5.64,5.58,,5.55,,5.5944,5.681,5.6646,,5.7406,5.76,5.8215,5.815,5.8215
2023-11-24,,,,,,6.547,5.88,5.57,5.62,5.5628,,5.5441,,5.594,5.6826,5.67,,5.7426,5.7674,5.82,5.8152,5.8204
2023-11-27,,,,,,6.5324,5.8471,5.5164,5.5792,5.53,,5.5143,,5.59,5.66,5.656,,5.7402,5.7581,5.8063,5.7966,5.8008
2023-11-28,,,,,,6.5657,5.8498,5.52,5.57,5.52,,5.4919,,5.562,5.6235,5.616,,5.7048,5.72,5.7718,5.7616,5.7659
2023-11-29,,,,,,6.6963,5.9,5.53,5.5721,5.52,,5.4945,,5.5784,5.6432,5.6372,,5.7142,5.7262,5.7758,5.766,5.7712
2023-11-30,,,,,,6.7016,5.8498,5.5037,5.55,5.5154,,5.4947,,5.57,5.6272,5.622,,5.7017,5.7157,5.7568,5.751,5.7528
2023-12-01,,,,,,6.7295,5.82,5.4782,5.5301,5.5046,,5.477,,5.5524,5.5973,5.5883,,5.6719,5.6786,5.72,5.7199,5.72
2023-12-04,,,,,,6.7592,5.85,5.5342,5.59,5.56,,5.546,,5.6157,5.6631,5.6465,,5.7132,5.7152,5.75,5.7454,5.753
2023-12-05,,,,,,6.8111,5.8807,5.5152,5.5696,5.54,,5.5276,,5.5997,5.64,5.63,,5.6999,5.7121,5.74,5.7418,5.7504
2023-12-06,,,,,,6.8644,5.8764,5.5055,5.5561,5.52,,5.5,,5.58,5.6312,5.6204,,5.7037,5.7145,5.7428,5.7441,5.7537
2023-12-07,,,,,,6.7563,5.87,5.49,5.58,5.54,,5.52,,5.6154,5.661,5.65,,5.7316,5.7384,5.7663,5.767,5.7765
2023-12-08,,,,,,6.7512,5.8433,5.51,5.58,5.56,,5.5433,,5.6274,5.6744,5.66,,5.7342,5.7396,5.7669,5.7674,5.777
2023-12-11,,,,,,6.7221,5.7818,5.4821,5.57,5.5437,,5.5361,,5.6377,5.6978,5.6845,,5.7478,5.7483,5.77,5.7701,5.78
2023-12-12,,,,,,6.703,5.75,5.41,5.52,5.5,,5.4843,,5.5791,5.6361,5.6319,,5.7075,5.71,5.7384,5.7383,5.7499
2023-12-13,,,,,,6.6814,5.6761,5.3037,5.3887,5.36,,5.3487,,5.4537,5.5124,5.511,,5.5933,5.6,5.6247,5.6274,5.6377
2023-12-14,,,,,,6.7836,5.6831,5.2834,5.3466,5.32,,5.3343,,5.4329,5.48,5.4749,,5.5595,5.57,5.5864,5.5904,5.6028
2023-12-15,,,,,,6.7775,5.63,5.2464,5.328,5.3021,,5.3061,,5.4022,5.4444,5.4426,,5.5298,5.54,5.5522,5.553,5.5596
2023-12-18,,,,,,6.7647,5.58,5.1915,5.29,5.2709,,5.2719,,5.3615,5.41,5.41,,5.5118,5.5251,5.5382,5.538,5.5467
2023-12-19,,,,,,6.7573,5.554,5.1827,5.2601,5.2545,,5.2528,,5.3374,5.39,5.3845,,5.4934,5.5117,5.53,5.5243,5.5328
2023-12-20,,,,,,6.75,5.497,5.1667,5.2613,5.2402,,5.2537,,5.3451,5.3927,5.3882,,5.4758,5.4982,5.5174,5.5092,5.5222
2023-12-21,,,,,,6.8325,5.5294,5.1889,5.2486,5.2285,,5.2328,,5.3148,5.35,5.3502,,5.4466,5.48,5.507,5.5027,5.515
2023-12-22,,,,,,6.8299,5.5331,5.2028,5.243,5.2234,,5.2236,,5.2867,5.3129,5.3095,,5.4224,5.4609,5.4892,5.4857,5.5004
2023-12-26,,,,,,6.8499,5.5418,5.2058,5.24,5.217,,5.22,,5.3038,5.2988,5.3422,,5.4149,5.4954,5.5,5.4987,5.51
2023-12-27,,,,,,6.8543,5.5379,5.2075,5.26,5.2208,,5.2174,,5.3144,5.3,5.3374,,5.3946,5.4951,5.4847,5.4867,5.496
2023-12-28,,,,,,6.618,5.4843,5.2,5.2631,5.2207,,5.22,,5.3225,5.3305,5.3428,,5.3819,5.477,5.4718,5.4724,5.4881
2023-12-29,,,,,,6.618,5.4843,5.2,5.2631,5.2207,,5.22,,5.3225,5.3305,5.3428,,5.3819,5.477,5.4718,5.4724,5.4881
2024-01-02,,,,,,6.6347,5.504600000000001,5.21,5.2669,5.22,,5.2117,,5.31,5.2976,5.33,,5.3671,5.4778,5.4778,5.4771,5.4945
2024-01-03,,,,,,6.4763,5.44,5.1766,5.26,5.226999999999999,,5.22,,5.3212,5.3142,5.348,,5.3735,5.4804,5.4784,5.4799999999999995,5.4948
2024-01-04,,,,,,6.432,5.4295,5.213299999999999,5.2935,5.2613,,5.2513,,5.3496,5.3429,5.378,,5.4124,5.5299,5.5232,5.5225,5.5388
2024-01-05,,,,,,6.411700000000001,5.3705,5.1796,5.281,5.25,,5.25,,5.351999999999999,5.3486,5.3874,,5.43,5.5619,5.5525,5.5522,5.576
2024-01-08,,,,,,6.4504,5.3931,5.2044,5.31,5.29,,5.29,,5.3955,5.3971,5.4454,,5.4783,5.5979,5.589999999999999,5.588299999999999,5.6178
2024-01-09,,,,,,6.3687,5.3986,5.2299999999999995,5.339999999999999,5.339999999999999,,5.35,,5.46,5.4565,5.51,,5.5465,5.6406,5.6353,5.6308,5.6633
2024-01-10,,,,,,6.3744,5.4589,5.25,5.3462000000000005,5.3461,,5.36,,5.4711,5.469500000000001,5.5211,,5.5578,5.6498,5.6432,5.6402,5.6696
2024-01-11,,,,,,6.4212,5.5035,5.22,5.32,5.33,,5.339999999999999,,5.451100000000001,5.45,5.5043999999999995,,5.5378,5.63,5.62,5.62,5.6518
2024-01-12,,,,,,6.4238,5.43,5.19,5.2924,5.2971,,5.3101,,5.4312,5.431,5.484699999999999,,5.5200000000000005,5.612,5.6,5.6,5.63
2024-01-15,,,,,,6.4334,5.4227,5.177,5.2751,5.3,,5.3177,,5.45,5.4531,5.507,,5.5432,5.6225,5.611200000000001,5.6124,5.6437
2024-01-16,,,,,,6.4494,5.47,5.2883,5.3849,5.4125,,5.4338,,5.5512,5.5488,5.5981,,5.6237,5.6925,5.6805,5.6842,5.7226
2024-01-17,,,,,,6.5057,5.5325,5.347,5.44,5.46,5.5003,5.479,,5.585500000000001,5.579,5.6206000000000005,,5.644799999999999,5.7192,5.706,5.706,5.7397
2024-01-18,,,,,,6.5373,5.5,5.3448,5.43,5.46,5.5,5.489399999999999,,5.5979,5.589999999999999,5.6277,,5.6497,5.7185,5.7101,5.7083,5.7388
2024-01-19,,,,,,6.5531,5.509099999999999,5.37,5.452,5.4799999999999995,5.5226,5.5,,5.589999999999999,5.58,5.613,,5.64,5.71,5.7025,5.6963,5.7308
2024-01-22,,,,,,6.4642,5.4629,5.3967,5.4878,5.5043999999999995,5.5416,5.5071,,5.5965,5.5882,5.6208,,5.6474,5.7208,5.7203,5.7173,5.752900000000001
2024-01-23,,,,,,6.2647,5.4,5.3288,5.4386,5.4799999999999995,5.5188,5.49,,5.5912999999999995,5.5817,5.61,,5.6375,5.7066,5.707,5.7024,5.7367
2024-01-24,,,,,,6.3298,5.4455,5.3414,5.428,5.480200000000001,5.51,5.4869,,5.6029,5.5929,5.62,,5.6436,5.7027,5.704,5.6974,5.7353
2024-01-25,,,,,,6.2964,5.43,5.32,5.4,5.4546,5.487900000000001,5.4701,,5.5964,5.58,5.61,,5.6332,5.69,5.6909,5.69,5.7268
2024-01-26,,,,,,6.495399999999999,5.5077,5.33,5.410000000000001,5.4577,5.4852,5.463,,5.5925,5.57,5.5983,,5.6256,5.6836,5.685899999999999,5.678,5.7173
2024-01-29,,,,,,6.4846,5.519,5.3416,5.4248,5.4815,5.5159,5.4917,,5.617,5.5881,5.6149,,5.64,5.6989,5.7046,5.6932,5.7261
2024-01-30,,,,,,6.5353,5.5822,5.39,5.46,5.5131,5.5456,5.5235,,5.649,5.6166,5.6436,,5.67,5.722699999999999,5.7208,5.71,5.7468
2024-01-31,,,,,,6.574,5.58,5.3601,5.4109,5.4602,5.5002,5.4783,,5.6068,5.5827,5.62,,5.6451,5.6985,5.7025,5.6908,5.7213
2024-02-01,,,,,,6.6742,5.6547,5.4,5.4264,5.4685,5.5,5.4768,,5.5809,5.5538,5.5884,,5.6139,5.6746,5.6779,5.670899999999999,5.6944
